id,base_qwen_green,medgemma_green,zc_only_green,rology_only_green,zc_rology_green
688b4baa1edfec0007aab656,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.875,1.0
688b3935ea433260475d2ba5,0.1,0.1,0.0,0.42857142857142855,0.1111111111111111
688b393aea433260475d2bc0,0.08333333333333333,0.2857142857142857,0.3333333333333333,0.5,0.3333333333333333
688b3e01fbf1a400088d36c1,0.5,0.7142857142857143,0.5,0.8888888888888888,0.5
6889051ad6d087000727344d,0.14285714285714285,0.0,0.3333333333333333,0.375,0.5
688b2d115ec0230009fc5180,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.7777777777777778,0.375
688b1c35b507a70006120eef,1.0,0.5,0.42857142857142855,0.875,0.5
688aa05678904c000688dee2,0.2,0.0,0.2,0.42857142857142855,0.4
688a6cc80ff842000875eae8,0.0,0.0,0.0,0.375,0.125
688a5831ea433260475c9f74,0.3333333333333333,0.16666666666666666,0.2857142857142857,0.42857142857142855,0.2857142857142857
688a38a52f86c90007f92d80,0.5,0.0,0.375,0.875,0.375
688a38987508cd00098f32c1,0.4,0.0,0.6,0.3333333333333333,0.3333333333333333
688a29474f1dea00078d54ce,0.16666666666666666,0.1,0.14285714285714285,0.1,0.2
688a1c86240fa00008c7d9b7,0.625,0.2222222222222222,0.2857142857142857,0.6666666666666666,0.375
688a1a08b887ab0007e375f6,1.0,0.4,0.42857142857142855,0.8888888888888888,0.5
688a108484245700083c2fda,1.0,0.5,0.5,0.5555555555555556,0.5
688a04fcdd28a300073cc8c2,0.2727272727272727,0.0,0.1111111111111111,0.3333333333333333,0.3
688a0a57ea433260475c3ea1,1.0,0.42857142857142855,1.0,0.1111111111111111,0.8333333333333334
688a03719b275c0007df4492,1.0,0.2727272727272727,0.375,0.875,0.75
688a0260ea433260475c337c,1.0,0.375,0.3333333333333333,0.875,0.375
688a0203c88a350007da75ab,1.0,0.3333333333333333,0.375,0.7142857142857143,0.75
688a00bb9ef0b50008b2d340,0.7142857142857143,0.5,0.375,0.5555555555555556,0.42857142857142855
68894e62ea4332c1c3172d0c,1.0,0.5,0.6,0.8333333333333334,0.8333333333333334
68894e64ea4332c1c3172d12,0.5,0.0,0.2857142857142857,0.625,0.3333333333333333
68894e65ea4332c1c3172d19,0.0,0.1,0.125,0.375,0.125
68894e67ea4332c1c3172d1f,0.0,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.4
6889fa59ea433260475c2a06,0.14285714285714285,0.2857142857142857,0.16666666666666666,0.42857142857142855,0.42857142857142855
6889f57e005bd40008675030,1.0,0.5,0.5,0.75,0.5
6889ed6dea433260475c141f,0.4444444444444444,0.25,0.25,0.6,0.2857142857142857
6889eb71bc83060007fd286f,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.42857142857142855,0.2857142857142857
6889e1c85a07ec00085e67c3,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.2
6889db8a9720b000075a957a,0.42857142857142855,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.5
6889d663bf9eba00075c7631,0.125,0.25,0.14285714285714285,0.6666666666666666,0.2857142857142857
6889ce42b5fea90007745d1f,1.0,0.6,0.625,0.16666666666666666,0.5555555555555556
6889a69fa56ba00008aa8924,0.42857142857142855,0.625,0.4,0.7142857142857143,1.0
68890f50d94c380007f0f51e,0.7142857142857143,0.0,0.125,0.16666666666666666,0.6666666666666666
68890acfea4332c1c316fdee,0.6,0.42857142857142855,0.375,0.625,0.42857142857142855
688906d9ea4332c1c316fa23,0.7142857142857143,0.42857142857142855,0.5,0.5555555555555556,0.3333333333333333
6888edcfea4332c1c316daca,0.0,0.0,0.14285714285714285,0.2222222222222222,0.14285714285714285
6888eddaea4332c1c316dafb,0.0,0.3333333333333333,0.3333333333333333,0.5,0.2857142857142857
6888eddfea4332c1c316db0a,0.16666666666666666,0.0,0.4,0.42857142857142855,0.3333333333333333
6888ede6ea4332c1c316db1f,0.45454545454545453,0.0,0.25,0.42857142857142855,0.375
6888e041b06c0b00076489b1,0.16666666666666666,0.14285714285714285,0.2,0.42857142857142855,0.2
6888eef4ea4332c1c316dcbd,1.0,0.42857142857142855,1.0,0.8333333333333334,0.8
6888dfb7ea4332c1c316c9c0,0.5,0.375,0.42857142857142855,0.375,0.6
6888dfbaea4332c1c316c9cb,0.16666666666666666,0.3333333333333333,0.14285714285714285,0.375,0.2857142857142857
6888d4cd6a48fa0007690584,1.0,0.5,0.42857142857142855,0.7142857142857143,0.5
6888be0ba5db2500084f6335,0.75,0.42857142857142855,0.3333333333333333,0.7142857142857143,0.8333333333333334
6888bf71f349c000073af7b0,1.0,0.625,0.375,0.875,0.75
6888b1efea4332c1c316904f,1.0,0.4,0.375,0.75,0.75
6888a757830012000748268b,1.0,0.375,0.375,0.75,0.375
6888a1fa6a199500090bb0ab,0.5,0.3333333333333333,0.42857142857142855,0.7142857142857143,0.42857142857142855
68888ebad7ac620007d03cf9,0.2,0.18181818181818182,0.1,0.6666666666666666,0.0
68888e86d7ac620007d03cf6,0.375,0.42857142857142855,0.3333333333333333,0.75,0.6666666666666666
68888486b225520008ec410b,0.5,0.2857142857142857,0.2857142857142857,0.375,0.375
68886805ebb36500099ed3be,1.0,0.2727272727272727,0.2857142857142857,0.875,0.375
6887d92eea4332c1c315fd26,0.0,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111
6887aa66ea4332c1c315d982,0.5,0.5,0.5,0.8571428571428571,0.375
6887aa7fea4332c1c315da08,0.1111111111111111,0.2,0.14285714285714285,0.7,0.25
6887aa74ea4332c1c315d9bc,0.3333333333333333,0.125,0.3333333333333333,0.5,0.3333333333333333
6887aa72ea4332c1c315d9b2,0.6,0.4,0.5,0.5,0.375
6887aa71ea4332c1c315d9ae,0.75,0.16666666666666666,0.4,0.6666666666666666,0.6666666666666666
6887aa6dea4332c1c315d99b,0.5,0.5,0.42857142857142855,0.6666666666666666,0.4
6887aa6eea4332c1c315d9a2,0.5,0.42857142857142855,0.42857142857142855,0.8888888888888888,0.5
6887a6c9ea4332c1c315d6e5,0.625,0.5,0.42857142857142855,0.375,0.5
6887899b531f9300079908f9,1.0,0.2727272727272727,0.3333333333333333,0.7142857142857143,0.75
68877befa94b2200077213f3,0.3333333333333333,0.42857142857142855,0.25,0.5,0.4
688777edbfed560007bc7174,1.0,0.3333333333333333,0.6,0.42857142857142855,0.8333333333333334
68876b9bbdc0cf00073aaf5c,0.8333333333333334,0.7142857142857143,0.5,0.4,0.5
68874dc44d01e600081ad9ba,0.16666666666666666,0.2857142857142857,0.16666666666666666,0.625,0.2857142857142857
68874c4e5966d50007fe077b,1.0,0.5,1.0,0.8333333333333334,0.8333333333333334
68873c725f1d9c0006b1e209,0.0,0.14285714285714285,0.25,0.2857142857142857,0.5
68873b547522090007db33fe,0.5,0.4,0.42857142857142855,0.7777777777777778,0.375
68873810cae85700072bc95b,0.42857142857142855,0.18181818181818182,0.42857142857142855,0.7,0.875
688738e2ea4332c1c3155bbd,0.42857142857142855,0.2727272727272727,0.375,0.875,0.7142857142857143
688733ed6817110008058cc6,1.0,0.75,0.5,0.8333333333333334,0.8333333333333334
6887333c01c43d00075a7a80,1.0,0.3,0.375,0.875,0.6666666666666666
6887256cfeffcf00082ba72b,0.7142857142857143,0.18181818181818182,0.5,0.6666666666666666,0.5
6887244b0a84b20007cc1a2b,0.5,0.3,0.42857142857142855,0.625,0.5
68867350ea4332c1c314e95f,0.2,0.2857142857142857,0.0,0.25,0.42857142857142855
68867314ea4332c1c314e92f,0.75,0.42857142857142855,1.0,0.08333333333333333,1.0
688670f95774c20007fa07cf,0.6,0.5,0.3333333333333333,1.0,0.8333333333333334
68866a7e50274200071336ae,0.5,0.5,0.125,0.42857142857142855,0.2857142857142857
6886681cea4332c1c314decf,0.3,0.2,0.3333333333333333,0.875,0.42857142857142855
688663223705b30007d63b41,1.0,0.375,0.75,1.0,0.75
68865b3fea4332c1c314ce59,0.625,0.42857142857142855,0.375,0.6666666666666666,0.42857142857142855
6886565e8ce6520006522ec0,1.0,0.5714285714285714,1.0,0.8333333333333334,0.8333333333333334
688656868ce6520006522ec2,0.3,0.14285714285714285,0.1111111111111111,0.5,0.2
6886537eeb596d00082fa4a3,1.0,0.5,0.5,1.0,0.8
688647bfaf9e520008f76132,0.0,0.0,0.0,0.0,0.0
68863c65c7fe4d0007e4937d,0.375,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
68863c7d6895bf00073da75f,0.75,0.1111111111111111,0.75,0.42857142857142855,0.5
68864d6df19d90000764de5d,0.125,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.2222222222222222
688645c29a12010008ae4368,0.0,0.3333333333333333,0.375,0.875,0.75
6886434d76fcb900080266b3,0.8,0.7142857142857143,0.42857142857142855,0.75,0.42857142857142855
68863d97dc96fb0007c88141,1.0,0.7142857142857143,0.3333333333333333,0.5,0.4
688631371ee13d00096cf69b,0.25,0.2222222222222222,0.2857142857142857,0.375,0.25
688630e130a241000774a16c,0.6,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.42857142857142855
68862d80e9fff100084847a5,0.0,0.14285714285714285,0.25,0.2857142857142857,0.2
68860d8bace5fe00083d1594,0.625,0.42857142857142855,0.5,0.5555555555555556,0.5
688602c1ea4332c1c31454e1,0.4,0.5,0.0,0.6666666666666666,0.3333333333333333
688602caea4332c1c3145504,0.5714285714285714,0.42857142857142855,0.375,0.6666666666666666,0.375
688602d0ea4332c1c3145516,0.3333333333333333,0.375,0.375,0.8571428571428571,0.5
688602d8ea4332c1c314551f,0.1,0.42857142857142855,0.2857142857142857,0.7777777777777778,0.2857142857142857
688602d9ea4332c1c3145525,0.2,0.125,0.14285714285714285,0.42857142857142855,0.16666666666666666
6885fe1f673d1c0008566244,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.75,0.3333333333333333
6885ec94e561ee00087f9548,0.14285714285714285,0.25,0.25,0.6666666666666666,0.25
6885e895e561ee00087f9530,0.125,0.3333333333333333,0.375,0.375,0.5
6885cb4514e93200088108c7,0.375,0.5,0.42857142857142855,0.42857142857142855,0.3333333333333333
688544e9997eb20007756906,0.16666666666666666,0.125,0.3333333333333333,0.6,0.5
688544d8997eb20007756903,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333
68854465e953ac0007c9ec63,0.14285714285714285,0.0,0.16666666666666666,0.2,0.3333333333333333
6885445fe953ac0007c9ec62,0.375,0.3333333333333333,0.75,0.5555555555555556,0.375
6884eaddefa01700089ffe1f,0.25,0.0,0.0,0.4,0.3333333333333333
68854e8035d0cc00091929ed,0.7142857142857143,0.5,0.5,0.8888888888888888,0.25
68852a9aea4332c1c3139b4a,0.375,0.0,0.5,0.1,0.375
688517ea95161500078c8a02,0.5555555555555556,0.375,0.5,0.7777777777777778,0.42857142857142855
6884eae7b177680006a05ca5,0.625,0.25,0.125,0.8888888888888888,0.5555555555555556
6884fadcea4332c1c31361ed,0.3333333333333333,0.42857142857142855,0.2,0.7142857142857143,0.375
6884fae5ea4332c1c3136209,1.0,0.1111111111111111,0.375,0.8571428571428571,0.5
6885085420c44f0006cdd69c,1.0,0.42857142857142855,0.5,0.8,0.8333333333333334
6884fd71909cc90008edd59e,0.16666666666666666,0.2857142857142857,0.3333333333333333,0.5,0.5
6884f834f5fb5900088c678f,1.0,0.625,0.42857142857142855,0.7142857142857143,0.75
6884e03e07e55a000704b2ad,0.125,0.2857142857142857,0.25,0.5714285714285714,0.4
6884dc2440aa7d0005c9c9e5,0.3333333333333333,0.25,0.25,0.375,0.2857142857142857
6884d960c6693e0009d12100,0.42857142857142855,0.42857142857142855,0.5,0.8571428571428571,0.5
6884c6dc3729330007685daf,0.14285714285714285,0.4,0.3333333333333333,0.75,0.4
6884b8103c85400007308e15,0.5,0.42857142857142855,0.3333333333333333,0.75,0.25
6884941a5c7c8e0007cf58b2,0.5555555555555556,0.375,0.2857142857142857,0.75,0.42857142857142855
68848eecb552ee0007fe1670,0.2222222222222222,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.3333333333333333
68848a38c5383a0008ec66c1,0.16666666666666666,0.2857142857142857,0.5,0.5,0.5
68848c0a68538300072aebf2,0.14285714285714285,0.125,0.125,0.5555555555555556,0.3333333333333333
688488d175beeb00071e7409,1.0,0.375,0.5,0.5555555555555556,0.5
68847fbdea4332c1c312b056,0.625,0.2222222222222222,0.375,0.5555555555555556,0.42857142857142855
6882843dec11c40007d77699,0.6,0.375,0.7142857142857143,0.8571428571428571,0.42857142857142855
68846d6e7992c500072914bc,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.375,0.625
688451f19324870007178b4b,1.0,0.375,0.2,0.2727272727272727,0.8
6883c1439c9acf0009b954cb,0.14285714285714285,0.3333333333333333,0.375,0.3,0.375
6883bc71b8e45d00080465e6,1.0,0.42857142857142855,0.5,0.8333333333333334,0.42857142857142855
688381afea4332c1c312440f,0.42857142857142855,0.2857142857142857,0.3333333333333333,0.5555555555555556,0.3333333333333333
688381b4ea4332c1c3124422,0.5,0.4,0.5,1.0,0.3333333333333333
68836dd48f76e00008069a18,0.42857142857142855,0.0,0.125,0.7777777777777778,0.2222222222222222
6883844d2387960008e7694c,0.6,0.3333333333333333,0.42857142857142855,0.5,0.5
68825f4bea4332c1c311a278,0.0,0.2,0.25,0.8333333333333334,0.3333333333333333
68836e3e8f76e00008069a1a,0.4,0.2,0.375,0.5555555555555556,0.5
688368388f76e00008069a03,0.75,0.42857142857142855,0.5,0.625,0.375
68835f27b228e40008e326cd,0.625,0.42857142857142855,0.3333333333333333,0.8888888888888888,0.5
6883625eb228e40008e326d7,0.5,0.375,0.42857142857142855,0.8888888888888888,0.3333333333333333
68834ff3b228e40008e326ab,0.5,0.5,0.5,0.7777777777777778,0.5
688343a0a0127d0008597493,0.8333333333333334,0.2,0.5,0.7777777777777778,0.5
6883434ba0127d0008597491,0.625,0.375,0.5,0.5,0.5
68833fb9a0127d000859748b,0.8,0.375,0.5,0.6666666666666666,0.5
68832f0a1245ba00082aecc4,1.0,0.2727272727272727,0.375,0.2222222222222222,0.5
688323e5e558b5000827ea7b,0.8333333333333334,0.625,0.3333333333333333,0.42857142857142855,0.5
68830fb97d982d000899b62f,0.42857142857142855,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.42857142857142855
688285fbde47880006569021,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.375,0.3333333333333333
68828425ec11c40007d77698,0.375,0.42857142857142855,0.5555555555555556,0.5555555555555556,0.42857142857142855
68827bc46a9c2800072f453b,0.3333333333333333,0.125,0.2,0.4,0.2
68826fd1bbe87a000886a69f,0.625,0.42857142857142855,0.42857142857142855,0.875,0.42857142857142855
68826328f36493000838e931,0.5,0.3333333333333333,0.3333333333333333,1.0,0.8333333333333334
68825e7827eaba000786db2d,1.0,0.42857142857142855,1.0,0.8333333333333334,1.0
68825524ea4332c1c31195eb,0.5,0.42857142857142855,0.4,0.75,0.5
6882552fea4332c1c3119610,1.0,0.8333333333333334,0.5,0.625,0.5
6882552fea4332c1c3119613,0.5,0.42857142857142855,0.14285714285714285,0.8333333333333334,0.16666666666666666
68824b39f7c17a000794ab18,1.0,1.0,0.5714285714285714,0.8333333333333334,0.42857142857142855
688258aeea4332c1c3119a42,0.5,0.3333333333333333,0.3,0.8571428571428571,0.3
688252088d408a000796d129,0.42857142857142855,0.5,0.42857142857142855,0.375,0.42857142857142855
68824b00f897820008f7e7eb,0.5,0.6,0.42857142857142855,0.75,0.42857142857142855
68821854b7b67a000763efbd,0.625,0.0,0.42857142857142855,0.75,0.3333333333333333
68823d6ed6679c00082bc9f4,0.8571428571428571,0.375,0.42857142857142855,0.8571428571428571,0.42857142857142855
688232896fe96800075277f3,0.375,0.25,0.42857142857142855,0.3333333333333333,0.2857142857142857
68821283ea4332c1c31153c2,0.0,0.16666666666666666,0.3333333333333333,0.42857142857142855,0.2
6882108cb4786e000630820b,1.0,0.5,0.5,0.4,1.0
6882103dfeffef0007f960aa,1.0,0.3333333333333333,0.18181818181818182,0.75,0.75
6881f289adda16000941d608,0.375,0.42857142857142855,0.3333333333333333,0.6666666666666666,0.2857142857142857
6881ed39c0eb700007d47307,0.3333333333333333,0.25,0.3333333333333333,1.0,0.42857142857142855
6881fce98fe8530007bc5727,0.7142857142857143,0.7142857142857143,0.5,0.75,0.375
6881fab640eb4c0006bea08a,1.0,0.625,0.5,0.4,0.5
6881f822fdb67000076abdc5,0.42857142857142855,0.5,0.7142857142857143,0.875,0.42857142857142855
6881eaa70bc33000070a517d,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.625,0.42857142857142855
6881e94d0db8c8000802c9a9,0.14285714285714285,0.2,0.5,0.5555555555555556,0.42857142857142855
6881e3bea13f0d000790ef1c,0.0,0.2857142857142857,0.2857142857142857,0.5555555555555556,0.42857142857142855
6881d0f4f8a53700087a26f8,0.0,0.3333333333333333,0.4,0.6666666666666666,0.6666666666666666
68816806e2bbd40008e391e2,0.2,0.125,0.0,0.375,0.0
6881709992e761000707d879,0.16666666666666666,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285
68816f3762b64d00076120f4,0.42857142857142855,0.1,0.3333333333333333,0.1,0.18181818181818182
68816f2e3ae1740007f2f664,0.375,0.1111111111111111,0.2222222222222222,0.42857142857142855,0.4
68816806e2bbd40008e391e7,0.2,0.16666666666666666,0.16666666666666666,0.375,0.2857142857142857
68816806e2bbd40008e391ea,1.0,0.375,1.0,0.8333333333333334,0.42857142857142855
68810f9eea4332c1c310b9ce,0.375,0.2857142857142857,0.3333333333333333,0.7,0.3333333333333333
68810fa5ea4332c1c310b9e5,0.42857142857142855,0.25,0.5,0.6363636363636364,0.375
68810fa6ea4332c1c310b9e8,1.0,0.25,0.5,0.5555555555555556,0.5
68810fa7ea4332c1c310b9ec,0.5,0.4444444444444444,0.5,0.875,0.625
68810fafea4332c1c310ba12,0.5,0.375,0.375,0.8571428571428571,0.375
68810e8d698ee300081e2909,0.375,0.42857142857142855,0.7142857142857143,0.8888888888888888,0.42857142857142855
688121c0dc456c0007e52873,1.0,0.3,0.5,0.875,0.375
688115f79187ee0007e63cf9,0.75,0.5,0.4,0.6,0.8333333333333334
68811581ea4332c1c310c198,0.5,0.5,0.3333333333333333,0.8888888888888888,0.375
688108103d7c09000834655a,0.8,0.7142857142857143,0.5714285714285714,0.7777777777777778,0.5
6880fa7671fc160008d035a0,1.0,0.8333333333333334,1.0,0.5714285714285714,0.2857142857142857
6880f7ba18314d0008bb68b2,0.8333333333333334,0.25,0.375,0.3333333333333333,0.16666666666666666
6880f60518314d0008bb68aa,1.0,0.625,0.5,0.625,0.375
6880f2f418314d0008bb6894,0.0,0.2,0.42857142857142855,0.5555555555555556,0.5
6880ef75e14e9d000856a71c,0.16666666666666666,0.2,0.2857142857142857,0.42857142857142855,0.42857142857142855
6880ee4808181600085cb5f9,1.0,0.6666666666666666,0.3333333333333333,0.375,0.375
6880e1fac9e99a0008380fd0,0.2,0.0,0.0,0.4,0.2
6880d2e8e14e9d000856a6b0,0.8333333333333334,0.6,0.42857142857142855,0.42857142857142855,0.5555555555555556
6880a5cca7a9a00008d2abad,0.42857142857142855,0.25,0.25,1.0,0.25
6880a3e7ea4332c1c3104537,0.6,0.5714285714285714,0.3333333333333333,0.42857142857142855,0.3333333333333333
6880a1c88fabb50008580773,0.5,0.2857142857142857,0.3333333333333333,0.42857142857142855,0.3333333333333333
68809e1d8fabb50008580754,0.5,0.75,0.5,0.8333333333333334,1.0
68809e4e8fabb50008580756,1.0,0.2857142857142857,0.42857142857142855,0.625,0.625
68809c798fabb50008580743,0.8,0.5,0.75,0.8333333333333334,1.0
68809a9e8fabb50008580734,0.42857142857142855,0.2222222222222222,0.42857142857142855,0.5555555555555556,0.5
688099b9ea4332c1c31039e4,0.6666666666666666,0.5,0.25,0.6,0.7142857142857143
688093b9e59da50008d26f3c,1.0,0.75,0.5,1.0,1.0
687fe78cefc56a000717b726,0.4,0.42857142857142855,0.5,0.5555555555555556,0.625
687fdddaed9e4a000716801d,0.6666666666666666,0.3333333333333333,0.5,1.0,0.8333333333333334
687fdca570b92400089a97a8,1.0,0.5,0.5,0.7777777777777778,0.5
687fd4e09ff2a0000782d974,1.0,0.375,0.375,0.875,0.8333333333333334
687fc8e4aa46480007ad088b,0.2,0.2222222222222222,0.5,0.75,0.7142857142857143
687faa51ea4332c1c30fa597,0.42857142857142855,0.5,0.4,0.7777777777777778,0.5
687fb4d1ecfdbe00081800d0,1.0,0.5,0.375,0.875,0.375
687faa53ea4332c1c30fa5a6,0.375,0.125,0.25,0.42857142857142855,0.2
687fb0718679bb0007ac293b,1.0,0.3333333333333333,0.375,0.875,0.75
687faa478533590009029fd7,0.625,0.2857142857142857,0.42857142857142855,0.8888888888888888,0.42857142857142855
687fae8810ef7f0007574418,1.0,0.5,0.3,0.75,0.75
687face3868d660008b957b8,1.0,0.18181818181818182,0.42857142857142855,0.8888888888888888,0.5
687f9833cfb64b0008878a88,1.0,0.5555555555555556,0.5,0.8333333333333334,0.42857142857142855
687f906d1496510008894ee6,0.0,0.375,0.4,0.5,0.4
687f8cbfcba965000983d042,0.8333333333333334,0.375,0.42857142857142855,0.625,0.5
687f6f713734120009e9c6b7,0.42857142857142855,0.3333333333333333,0.42857142857142855,1.0,0.42857142857142855
687f8b59ea4332c1c30f7a6e,1.0,0.625,0.5,0.7142857142857143,0.6666666666666666
687f8496735f51000714b7fc,1.0,0.0,0.42857142857142855,0.7142857142857143,0.75
687f6f889ee05800076d5260,0.5714285714285714,0.25,0.2857142857142857,0.8333333333333334,0.3333333333333333
687f7d57d8cd0700099c74bf,1.0,0.42857142857142855,0.375,0.875,0.7142857142857143
687f6f3cae3f6d0006896ff9,0.23076923076923078,0.3333333333333333,0.2857142857142857,0.42857142857142855,0.2857142857142857
687f6f46ae3f6d0006896ffc,0.16666666666666666,0.2,0.8333333333333334,0.7777777777777778,0.5
687f70ddea4332c1c30f5879,0.5,0.5714285714285714,0.16666666666666666,0.42857142857142855,0.42857142857142855
687f66912955ed0008368c3f,1.0,0.42857142857142855,0.5,1.0,0.42857142857142855
687f67baf952c50007f9a88e,0.4444444444444444,0.3333333333333333,0.375,0.8,0.42857142857142855
687f60ba966ecf0007b6a734,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.5555555555555556,0.3333333333333333
687f5151e4c31a0008988008,0.6666666666666666,0.375,0.3333333333333333,0.625,0.3333333333333333
687f51cbd164ad00072a2355,1.0,0.8,0.5,0.14285714285714285,0.3333333333333333
687f4c8ea4a92a00061e4e87,0.3333333333333333,0.2,0.14285714285714285,0.375,0.14285714285714285
687f4c48f6a35c0008c6c30b,0.5555555555555556,0.42857142857142855,0.375,0.5555555555555556,0.375
687f4809ea4332c1c30f1cbf,0.5,0.2857142857142857,0.375,0.625,0.7142857142857143
687f46ac39a13d00088baf9a,0.375,0.2222222222222222,0.3333333333333333,0.8888888888888888,0.3
687f40c7a94c87000657b06d,1.0,0.42857142857142855,0.5,0.875,0.5
687f3db43af56a0008f374e7,0.16666666666666666,0.14285714285714285,0.125,0.42857142857142855,0.42857142857142855
687f3571b8a54800073eea66,0.25,0.2857142857142857,0.375,0.6,0.375
687e947ac2b74c000821dba3,0.3333333333333333,0.7142857142857143,0.5,0.42857142857142855,0.5
687e7f5fea4332c1c30e8939,0.1111111111111111,0.0,0.09090909090909091,0.42857142857142855,0.1111111111111111
687e7f5dea4332c1c30e892e,0.7142857142857143,0.375,0.42857142857142855,0.875,0.625
687e7c4622c7b10008b4dcdc,0.1111111111111111,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.2857142857142857
687e7713bbb9360008148c4d,0.5,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.42857142857142855
687e7417c6e6a6000786353c,0.16666666666666666,0.09090909090909091,0.25,0.42857142857142855,0.25
687e72501916de0008870ca1,1.0,0.5,0.5,0.625,0.5
687e6d6644a0dc0008953e02,0.375,0.5,0.2857142857142857,0.625,0.5
687e67ecea4332c1c30e6eee,1.0,0.5,0.5,0.8571428571428571,0.5
687e629403c9ab0007ec16a0,0.5,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.5
687df7ce6eb34b00080e57a7,0.625,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.7142857142857143
687cecf86ac7420006a99663,0.1111111111111111,0.2857142857142857,0.0,0.42857142857142855,0.5
687e5bea31a8b40006818f05,0.8333333333333334,0.8333333333333334,0.5,0.75,0.7142857142857143
687e58feea4332c1c30e5a33,0.2,0.25,0.4,0.0,0.0
687e4b5eea4332c1c30e4bc8,0.8333333333333334,0.625,0.42857142857142855,0.5555555555555556,0.5
